Player Profile,Method,Seed,Win Rate Error,Difficulty Change Std,Mean Absolute Difficulty Change,Episode Length,Total Reward,Mean Reward,Mean Win Rate,Final Win Rate,Mean Difficulty,Final Difficulty,Mean Error Rate
Stable,Static Easy,0,0.17829365079365087,0.005541326076445425,0.0012060301387729355,200,143.08716124713345,0.7154358062356673,0.8656269841269841,1.0,0.20600000292062762,0.20000000298023232,5.3168415545625236e-05
Stable,Static Easy,1,0.21971031746031752,0.005541326076445425,0.0012060301387729355,200,110.76078848084802,0.5538039424042401,0.8987103174603175,0.9,0.20600000292062762,0.20000000298023232,0.0
Stable,Static Easy,2,0.19800000000000004,0.005541326076445425,0.0012060301387729355,200,129.38963032255822,0.6469481516127911,0.8980000000000001,0.9,0.20600000292062762,0.20000000298023232,0.0
Stable,Static Easy,3,0.2113194444444445,0.005541326076445425,0.0012060301387729355,200,120.73816906579384,0.6036908453289692,0.9103194444444447,0.9,0.20600000292062762,0.20000000298023232,0.00015358371445323732
Stable,Static Easy,4,0.2094444444444445,0.005541326076445425,0.0012060301387729355,200,121.20388731157635,0.6060194365578817,0.9014444444444445,0.9,0.20600000292062762,0.20000000298023232,0.0001900756537857116
Stable,Static Easy,5,0.1917678571428572,0.005541326076445425,0.0012060301387729355,200,132.75679456513276,0.6637839728256638,0.878732142857143,1.0,0.20600000292062762,0.20000000298023232,0.0001009657156069561
Stable,Static Easy,6,0.2081051587301588,0.005541326076445425,0.0012060301387729355,200,123.65611980861038,0.6182805990430519,0.9081051587301588,0.9,0.20600000292062762,0.20000000298023232,0.0007366459245929252
Stable,Static Easy,7,0.2147678571428572,0.005541326076445425,0.0012060301387729355,200,115.31971679520375,0.5765985839760187,0.8892321428571429,0.9,0.20600000292062762,0.20000000298023232,0.0
Stable,Static Easy,8,0.24621031746031752,0.005541326076445425,0.0012060301387729355,200,91.07687286355068,0.45538436431775337,0.9252103174603176,1.0,0.20600000292062762,0.20000000298023232,0.0012090165184385341
Stable,Static Easy,9,0.2112678571428572,0.005541326076445425,0.0012060301387729355,200,119.93582183821448,0.5996791091910724,0.893732142857143,0.9,0.20600000292062762,0.20000000298023232,0.00038959118985720575
Stable,Static Medium,0,0.249406746031746,0.0,0.0,200,63.03053880173991,0.31515269400869955,0.45859325396825396,0.4,0.5,0.5,0.04377516580644029
Stable,Static Medium,1,0.17359325396825398,0.0,0.0,200,133.95670884662593,0.6697835442331297,0.5484067460317461,0.6,0.5,0.5,0.03710990602497791
Stable,Static Medium,2,0.21450396825396822,0.0,0.0,200,108.58812614804015,0.5429406307402007,0.5039960317460317,0.3,0.5,0.5,0.043261625451853025
Stable,Static Medium,3,0.2312519841269841,0.0,0.0,200,91.15570012061416,0.4557785006030708,0.48172420634920626,0.5,0.5,0.5,0.03510856164030693
Stable,Static Medium,4,0.28214880952380944,0.0,0.0,200,40.08804395333445,0.20044021976667226,0.42085119047619046,0.4,0.5,0.5,0.04062143849925381
Stable,Static Medium,5,0.21450396825396822,0.0,0.0,200,97.86872009879255,0.48934360049396275,0.5119960317460317,0.6,0.5,0.5,0.038924985276511906
Stable,Static Medium,6,0.22709325396825394,0.0,0.0,200,85.79145897094979,0.4289572948547489,0.49090674603174606,0.4,0.5,0.5,0.04516005278108059
Stable,Static Medium,7,0.2402321428571428,0.0,0.0,200,84.85189036538051,0.42425945182690256,0.4607678571428572,0.2,0.5,0.5,0.04650899242150288
Stable,Static Medium,8,0.19499007936507934,0.0,0.0,200,119.7656977412166,0.598828488706083,0.5100099206349207,0.3,0.5,0.5,0.04298755422913425
Stable,Static Medium,9,0.23339880952380948,0.0,0.0,200,86.61787159282669,0.43308935796413345,0.4716011904761905,0.5,0.5,0.5,0.04286216779785402
Stable,Static Hard,0,0.5850873015873016,0.005541326351686076,0.0012060301986771007,200,-382.6525845498659,-1.9132629227493294,0.12091269841269842,0.0,0.7940000116825103,0.8000000119209288,0.3377751774889507
